"simulation_id","simulation_key","simulation_seed","design_seed","design_group","anchor_set_id","data_partition","primary_eligible","censored_failure","success_status","run_started","run_finished","runtime_seconds","total_time","warnings","error_message","completed","stop_reason","simulated_time","lac_0","mu_0","gam_0","laa_0","K_0","K_1","mu_1","laa_1","lambda0","island_endemic_p","island_nonendemic_p","island_endemic_a","island_nonendemic_a","connectance","disconnect_p","disconnect_a","largest_component","n_components","plant_degree","animal_degree","nonend_nltt_p","singleton_nltt_p","multi_nltt_p","nonend_nltt_a","singleton_nltt_a","multi_nltt_a","island_p","island_a","final_degree_median","final_degree_p90","final_degree_p99","final_degree_max"
763,"sim_0763",80708227,20260730,"broad_lhs",,"continuous_lhs",TRUE,FALSE,"completed","2026-08-05 02:24:30.753057 +0200","2026-08-05 02:24:37.978664 +0200",7.226,10,,,TRUE,"completed",10,0.780349048916862,0.437065004267156,0.0608212945316248,0.0356279181935223,110.471315045262,7.08929727440908,0.146829812622262,0.23816242448313,0.060769758264404,42,5,51,16,0.149571292473801,5,18,60,27,10.0212765957447,7.02985074626866,5.714054498109,6.62102954238762,91.9883459094346,28.2261349845327,29.3748316048504,95.9278269606895,47,67,3.50000000000001,21,29,29
764,"sim_0764",80812956,20260730,"broad_lhs",,"continuous_lhs",TRUE,FALSE,"completed","2026-08-05 02:24:30.496410 +0200","2026-08-05 02:24:38.022315 +0200",7.526,10,,,TRUE,"completed",10,0.487622772333168,0.0867169839006555,0.107846168511231,0.507046662227727,115.166082527364,0.270235001779335,0.0156817694972344,0.21809758832426,0.168759156049803,63,4,79,6,0.0825285338015803,10,24,116,36,7.01492537313433,5.52941176470588,10.9893790905908,35.4348886239034,248.435134754962,15.2772878675641,245.624324015378,230.722285189518,67,85,3,16,27.8599999999999,33
765,"sim_0765",80917685,20260730,"broad_lhs",,"continuous_lhs",TRUE,FALSE,"completed","2026-08-05 02:24:32.004854 +0200","2026-08-05 02:24:36.460376 +0200",4.456,10,,,TRUE,"completed",10,0.590693278490894,0.359380848720712,0.148794483418737,0.705784475953677,60.6551446921089,7.91014917032344,0.0276533189992863,0.0228771892365249,0.0822758668098544,11,3,20,3,0.0372670807453416,6,15,6,25,0.857142857142857,0.521739130434783,3.35646806267073,11.1427134903503,14.9625638880614,3.91614802820687,50.3284403770036,19.7573920217075,14,23,0,1,5,5
767,"sim_0767",81127143,20260730,"broad_lhs",,"continuous_lhs",TRUE,FALSE,"completed","2026-08-05 02:24:32.421018 +0200","2026-08-05 02:24:34.233836 +0200",1.813,10,,,TRUE,"completed",10,0.0729968772415885,0.187128856733886,0.0110559813821054,0.0328554638292251,118.681080324989,7.08252140160804,0.00545766844502619,0.12216507104012,1.19587923778868,1,2,7,15,0.0151515151515152,2,21,2,24,0.333333333333333,0.0454545454545455,9.82666002103791,1.98423095218103,0,39.8144682961237,28.1426707948994,1.88705978417763,3,22,0,0.133333333333336,1,1
768,"sim_0768",81231872,20260730,"broad_lhs",,"continuous_lhs",TRUE,FALSE,"completed","2026-08-05 02:24:34.943405 +0200","2026-08-05 02:24:36.411340 +0200",1.468,10,,,TRUE,"completed",10,0.7983427325513,0.525775530057325,0.0116727516937202,0.044194550923573,53.2070633358219,0.772564148585423,0.0837824434681611,0.013564357992792,0.126659117663007,0,0,0,4,,,4,,,,0,0,0,0,7.69639676357337,0,0,0,4,0,0,0,0
769,"sim_0769",81336601,20260730,"broad_lhs",,"continuous_lhs",TRUE,FALSE,"completed","2026-08-05 02:24:38.618986 +0200","2026-08-05 02:25:16.937842 +0200",38.319,10,,,TRUE,"completed",10,0.463776600573788,0.0781793292636282,0.164870377379493,0.0428358261241125,69.3504559513181,30.3900987153929,0.0513413708816031,0.230237391746616,1.36583687661862,282,13,434,41,0.207600356824264,0,0,770,1,98.6101694915254,61.2421052631579,21.8346482018443,12.8459365058628,629.86057043995,131.039401105258,53.7580103611318,898.904919294382,295,475,61,144,234,236
770,"sim_0770",81441330,20260730,"broad_lhs",,"continuous_lhs",TRUE,FALSE,"completed","2026-08-05 02:24:41.519307 +0200","2026-08-05 02:24:44.217483 +0200",2.698,10,,,TRUE,"completed",10,0.26932723504725,0.485685384122902,0.133249461436707,0.603830773145913,45.5885320660348,0.256615717716468,0.10642655508179,0.00086265477047871,1.2682251574489,4,1,5,6,0,5,11,1,16,0,0,0.66914110572754,5.29720743521715,0.669902183134921,2.45131019423833,15.1189329495695,0,5,11,0,0,0,0
771,"sim_0771",81546059,20260730,"broad_lhs",,"continuous_lhs",TRUE,FALSE,"completed","2026-08-05 02:24:41.205960 +0200","2026-08-05 02:24:42.745068 +0200",1.539,10,,,TRUE,"completed",10,0.0403222970551393,0.257131015277922,0.0112607640507383,0.0459039680773574,61.7111047213897,10.3167538325784,0.00617457951772957,0.184899483441129,0.0561351164110922,0,0,1,0,,,1,,,,0,0,0,0,0,7.56359899753272,0,0,1,0,0,0,0
772,"sim_0772",81650788,20260730,"broad_lhs",,"continuous_lhs",TRUE,FALSE,"completed","2026-08-05 02:24:41.067402 +0200","2026-08-05 02:24:42.935558 +0200",1.868,10,,,TRUE,"completed",10,0.088643292980848,0.0364877726597934,0.0703596153180492,0.694617401568933,46.3830205183476,4.09335738252514,0.148917178718886,0.126922662271536,0.95565885979914,10,4,17,1,0.00793650793650794,12,16,2,30,0.142857142857143,0.111111111111111,3.38815083706519,13.6149466430894,24.8447014490732,0.69843018309394,113.451411718826,0,14,18,0,1,1,1
773,"sim_0773",81755517,20260730,"broad_lhs",,"continuous_lhs",TRUE,FALSE,"completed","2026-08-05 02:24:43.458306 +0200","2026-08-05 02:24:45.428611 +0200",1.97,10,,,TRUE,"completed",10,0.0445725549957966,0.117596997985486,0.0180412694636059,0.742635360798837,78.5330492504148,37.7958332437444,0.00931315195100826,0.0097324622242013,0.0669961468899549,6,0,17,3,0.116666666666667,1,12,7,16,2.33333333333333,0.7,0,15.6341870546913,7.38177072888641,4.60900470717913,74.5049691372495,1.65946180888636,6,20,0.500000000000002,3,4,4
